ActorID,ActorName,Vendor,Language,Is_VIP,Rate_Multiplier,Base_Efficiency
AsiaSound_Chinese_029,Yanyan,AsiaSound,Chinese,False,1.0,1.1865
AsiaSound_Chinese_030,Feifei,AsiaSound,Chinese,False,1.0,0.7163
AsiaSound_Chinese_031,Hao,AsiaSound,Chinese,False,1.0,0.6478
AsiaSound_Chinese_032,Wei,AsiaSound,Chinese,False,1.0,0.6949
AsiaSound_Japanese_001,Ichiro,AsiaSound,Japanese,False,1.0,1.0599
AsiaSound_Japanese_002,Kaito,AsiaSound,Japanese,False,1.0,1.2603
AsiaSound_Japanese_003,Keiko,AsiaSound,Japanese,False,1.0,1.3123
AsiaSound_Japanese_004,Aoi,AsiaSound,Japanese,False,1.0,1.0064
AsiaSound_Japanese_005,Fujiko,AsiaSound,Japanese,False,1.0,0.8493
AsiaSound_Japanese_006,Mei,AsiaSound,Japanese,False,1.0,1.092
AsiaSound_Japanese_007,Mana,AsiaSound,Japanese,False,1.0,0.8645
AsiaSound_Japanese_008,Fumio,AsiaSound,Japanese,False,1.0,1.4027
AsiaSound_Japanese_009,Chihiro,AsiaSound,Japanese,False,1.0,1.0273
AsiaSound_Japanese_010,Mizuki,AsiaSound,Japanese,False,1.0,0.9269
AsiaSound_Japanese_011,Nana,AsiaSound,Japanese,False,1.0,1.0369
AsiaSound_Japanese_012,Ryota,AsiaSound,Japanese,False,1.0,0.7306
AsiaSound_Japanese_013,Shota,AsiaSound,Japanese,False,1.0,0.8057
AsiaSound_Japanese_014,Botan,AsiaSound,Japanese,True,2.65,1.2401
AsiaSound_Japanese_015,Naoki,AsiaSound,Japanese,False,1.0,0.8686
AsiaSound_Japanese_016,Tomo,AsiaSound,Japanese,False,1.0,0.7906
AsiaSound_Japanese_017,Junko,AsiaSound,Japanese,False,1.0,1.1073
AsiaSound_Japanese_018,Haruka,AsiaSound,Japanese,False,1.0,1.2371
AsiaSound_Japanese_019,Riku,AsiaSound,Japanese,False,1.0,1.1438
AsiaSound_Japanese_020,Hana,AsiaSound,Japanese,False,1.0,1.1992
AsiaSound_Japanese_021,Daichi,AsiaSound,Japanese,False,1.0,0.8486
AsiaSound_Japanese_022,Akira,AsiaSound,Japanese,False,1.0,0.7156
AsiaSound_Japanese_023,Takeshi,AsiaSound,Japanese,False,1.0,1.3003
AsiaSound_Japanese_024,Hinata,AsiaSound,Japanese,False,1.0,0.9355
AsiaSound_Japanese_025,Ren,AsiaSound,Japanese,False,1.0,0.9498
AsiaSound_Japanese_026,Yuki,AsiaSound,Japanese,False,1.0,1.2656
AsiaSound_Japanese_027,Etsuko,AsiaSound,Japanese,False,1.0,1.1112
AsiaSound_Japanese_028,Aya,AsiaSound,Japanese,False,1.0,1.0912
AsiaSound_Japanese_029,Yui,AsiaSound,Japanese,False,1.0,1.433
AsiaSound_Japanese_030,Sakura,AsiaSound,Japanese,False,1.0,0.8713
AsiaSound_Japanese_031,Goro,AsiaSound,Japanese,False,1.0,1.1856
AsiaSound_Japanese_032,Daisuke,AsiaSound,Japanese,False,1.0,1.0114
AsiaSound_Japanese_033,Sora,AsiaSound,Japanese,False,1.0,1.0537
AsiaSound_Japanese_034,Zen,AsiaSound,Japanese,False,1.0,1.3057
AsiaSound_Japanese_035,Kota,AsiaSound,Japanese,False,1.0,1.1016
AsiaSound_Japanese_036,Emiko,AsiaSound,Japanese,False,1.0,1.1077
AsiaSound_Korean_001,Taeyeon,AsiaSound,Korean,False,1.0,1.2145
AsiaSound_Korean_002,Chani,AsiaSound,Korean,True,2.06,0.927
AsiaSound_Korean_003,Bona,AsiaSound,Korean,False,1.0,0.8322
AsiaSound_Korean_004,Seojun,AsiaSound,Korean,False,1.0,0.791
AsiaSound_Korean_005,Ningning,AsiaSound,Korean,False,1.0,0.6067
AsiaSound_Korean_006,Kyunghee,AsiaSound,Korean,False,1.0,1.4112
AsiaSound_Korean_007,Haerin,AsiaSound,Korean,False,1.0,0.7794
AsiaSound_Korean_008,Baekhyun,AsiaSound,Korean,False,1.0,0.9557
AsiaSound_Korean_009,Zuho,AsiaSound,Korean,False,1.0,0.9446
AsiaSound_Korean_010,Ryujin,AsiaSound,Korean,False,1.0,1.0615
AsiaSound_Korean_011,Inha,AsiaSound,Korean,False,1.0,1.1631
AsiaSound_Korean_012,Arin,AsiaSound,Korean,False,1.0,1.1721
AsiaSound_Korean_013,Dawon,AsiaSound,Korean,False,1.0,0.8834
AsiaSound_Korean_014,Daehyun,AsiaSound,Korean,False,1.0,0.9666
AsiaSound_Korean_015,Ohyeon,AsiaSound,Korean,False,1.0,1.0565
AsiaSound_Korean_016,Minhyuk,AsiaSound,Korean,False,1.0,0.9503
AsiaSound_Korean_017,Eunji,AsiaSound,Korean,False,1.0,1.3215
AsiaSound_Korean_018,Chaeyoung,AsiaSound,Korean,False,1.0,1.0982
AsiaSound_Korean_019,Beomgyu,AsiaSound,Korean,False,1.0,1.147
AsiaSound_Korean_020,Areum,AsiaSound,Korean,False,1.0,1.1326
AsiaSound_Korean_021,Namjoon,AsiaSound,Korean,False,1.0,1.2347
AsiaSound_Korean_022,Wooyoung,AsiaSound,Korean,False,1.0,1.0362
AsiaSound_Korean_023,Gyuri,AsiaSound,Korean,False,1.0,0.7406
AsiaSound_Korean_024,Doyoung,AsiaSound,Korean,False,1.0,1.0799
AsiaSound_Korean_025,Hyunwoo,AsiaSound,Korean,False,1.0,0.8697
AsiaSound_Korean_026,Yeri,AsiaSound,Korean,False,1.0,0.8943
AsiaSound_Korean_027,Tzuyu,AsiaSound,Korean,False,1.0,1.1173
AsiaSound_Korean_028,Felix,AsiaSound,Korean,False,1.0,1.2477
AsiaSound_Korean_029,Leedo,AsiaSound,Korean,False,1.0,1.0043
AsiaSound_Korean_030,Minji,AsiaSound,Korean,False,1.0,1.0618
AsiaSound_Korean_031,Karina,AsiaSound,Korean,False,1.0,1.3404
AsiaSound_Korean_032,Chaewon,AsiaSound,Korean,False,1.0,1.0482
AsiaSound_Korean_033,Eunji,AsiaSound,Korean,False,1.0,1.5203
AsiaSound_Korean_034,Jisung,AsiaSound,Korean,False,1.0,1.1131
AsiaSound_Korean_035,Jiyeon,AsiaSound,Korean,False,1.0,0.6478
AsiaSound_Korean_036,Sunoo,AsiaSound,Korean,False,1.0,1.1507
EuroVox_Dutch_001,Ilse,EuroVox,Dutch,False,1.0,1.0914
EuroVox_Dutch_002,Gerda,EuroVox,Dutch,False,1.0,1.114
EuroVox_Dutch_003,Daan,EuroVox,Dutch,False,1.0,1.0895
EuroVox_Dutch_004,Inge,EuroVox,Dutch,False,1.0,1.1285
EuroVox_Dutch_005,Joost,EuroVox,Dutch,False,1.0,1.2658
EuroVox_Dutch_006,Noor,EuroVox,Dutch,True,2.96,1.0393
EuroVox_Dutch_007,Wim,EuroVox,Dutch,False,1.0,1.1418
EuroVox_Dutch_008,Xander,EuroVox,Dutch,False,1.0,0.9821
EuroVox_Dutch_009,Pim,EuroVox,Dutch,False,1.0,1.288
EuroVox_Dutch_010,Roos,EuroVox,Dutch,False,1.0,0.8647
EuroVox_Dutch_011,Maarten,EuroVox,Dutch,False,1.0,1.3602
EuroVox_Dutch_012,Koos,EuroVox,Dutch,False,1.0,0.992
EuroVox_Dutch_013,Floris,EuroVox,Dutch,False,1.0,0.7138
EuroVox_Dutch_014,Oscar,EuroVox,Dutch,False,1.0,1.0256
EuroVox_Dutch_015,Sander,EuroVox,Dutch,False,1.0,0.8638
EuroVox_Dutch_016,Corine,EuroVox,Dutch,False,1.0,1.1681
EuroVox_Dutch_017,Zoë,EuroVox,Dutch,False,1.0,0.8695
EuroVox_Dutch_018,Lotte,EuroVox,Dutch,False,1.0,0.9108
EuroVox_Dutch_019,Karen,EuroVox,Dutch,False,1.0,0.6221
EuroVox_Dutch_020,Folkert,EuroVox,Dutch,False,1.0,0.9095
EuroVox_Dutch_021,Griet,EuroVox,Dutch,False,1.0,0.5152
EuroVox_Dutch_022,Harm,EuroVox,Dutch,False,1.0,0.6832
EuroVox_Dutch_023,Vera,EuroVox,Dutch,False,1.0,1.1521
EuroVox_Dutch_024,Tineke,EuroVox,Dutch,False,1.0,1.1572
EuroVox_Dutch_025,Els,EuroVox,Dutch,False,1.0,1.0851
EuroVox_Dutch_026,Lars,EuroVox,Dutch,False,1.0,0.8066
EuroVox_Dutch_027,Niels,EuroVox,Dutch,False,1.0,0.9905
EuroVox_Dutch_028,Henk,EuroVox,Dutch,False,1.0,0.9993
EuroVox_Dutch_029,Dirk,EuroVox,Dutch,False,1.0,0.7683
EuroVox_Dutch_030,Eefje,EuroVox,Dutch,False,1.0,1.3007
EuroVox_Dutch_031,Bram,EuroVox,Dutch,False,1.0,1.1755
EuroVox_Dutch_032,Jan,EuroVox,Dutch,False,1.0,0.9558
EuroVox_Dutch_033,Chantal,EuroVox,Dutch,False,1.0,1.0054
EuroVox_Dutch_034,Yara,EuroVox,Dutch,False,1.0,1.0417
EuroVox_Dutch_035,Arie,EuroVox,Dutch,False,1.0,0.5917
EuroVox_Dutch_036,Bas,EuroVox,Dutch,False,1.0,0.9506
EuroVox_Dutch_037,Anke,EuroVox,Dutch,False,1.0,0.8636
EuroVox_Dutch_038,Mirjam,EuroVox,Dutch,False,1.0,0.7997
EuroVox_English_001,Noah,EuroVox,English,False,1.0,1.0438
EuroVox_English_002,Lucy,EuroVox,English,False,1.0,1.0499
EuroVox_English_003,Will,EuroVox,English,False,1.0,1.3155
EuroVox_English_004,David,EuroVox,English,True,2.14,0.9809
EuroVox_English_005,Ross,EuroVox,English,False,1.0,1.0558
EuroVox_English_006,Sam,EuroVox,English,False,1.0,1.1216
EuroVox_English_007,Finn,EuroVox,English,False,1.0,1.0373
EuroVox_English_008,Matt,EuroVox,English,False,1.0,0.9107
EuroVox_English_009,Eleanor,EuroVox,English,False,1.0,1.0388
EuroVox_English_010,Owen,EuroVox,English,False,1.0,1.2147
EuroVox_English_011,Ivan,EuroVox,English,False,1.0,0.7947
EuroVox_English_012,Alice,EuroVox,English,False,1.0,1.0266
EuroVox_English_013,Grace,EuroVox,English,False,1.0,0.86
EuroVox_English_014,Beth,EuroVox,English,False,1.0,1.239
EuroVox_English_015,Isla,EuroVox,English,False,1.0,0.6954
EuroVox_English_016,Chris,EuroVox,English,False,1.0,0.8882
EuroVox_English_017,Natalie,EuroVox,English,False,1.0,1.0754
EuroVox_English_018,Xena,EuroVox,English,False,1.0,1.3131
EuroVox_English_019,Liam,EuroVox,English,False,1.0,0.9868
EuroVox_English_020,Yara,EuroVox,English,False,1.0,0.889
EuroVox_English_021,Mia,EuroVox,English,False,1.0,1.3762
EuroVox_English_022,Georgia,EuroVox,English,False,1.0,0.7104
EuroVox_English_023,Ben,EuroVox,English,False,1.0,0.5602
EuroVox_English_024,Zane,EuroVox,English,False,1.0,1.088
EuroVox_English_025,Trevor,EuroVox,English,False,1.0,0.8996
EuroVox_English_026,Kyle,EuroVox,English,False,1.0,0.7958
EuroVox_English_027,Rachel,EuroVox,English,False,1.0,1.1417
EuroVox_English_028,Harriet,EuroVox,English,False,1.0,1.0488
EuroVox_English_029,Aaron,EuroVox,English,True,2.47,0.8872
EuroVox_English_030,James,EuroVox,English,False,1.0,0.7439
EuroVox_English_031,Clara,EuroVox,English,False,1.0,1.1745
EuroVox_English_032,Ulric,EuroVox,English,False,1.0,1.13
EuroVox_English_033,Derek,EuroVox,English,False,1.0,0.9802
EuroVox_English_034,Henry,EuroVox,English,False,1.0,1.3693
EuroVox_English_035,Uma,EuroVox,English,False,1.0,0.786
EuroVox_English_036,Emma,EuroVox,English,False,1.0,0.6949
EuroVox_English_037,Quinn,EuroVox,English,False,1.0,0.8616
EuroVox_English_038,Vera,EuroVox,English,False,1.0,0.9909
EuroVox_English_039,Peter,EuroVox,English,False,1.0,1.0487
EuroVox_English_040,Jessica,EuroVox,English,False,1.0,0.9518
EuroVox_English_041,Priya,EuroVox,English,False,1.0,1.0704
EuroVox_English_042,Stella,EuroVox,English,True,2.95,0.7497
EuroVox_English_043,Kate,EuroVox,English,False,1.0,1.2888
EuroVox_English_044,Frank,EuroVox,English,True,2.31,0.9836
EuroVox_English_045,Tara,EuroVox,English,False,1.0,1.2235
EuroVox_English_046,Olivia,EuroVox,English,False,1.0,1.0685
EuroVox_French_001,Sylvie,EuroVox,French,False,1.0,1.2907
EuroVox_French_002,Yvette,EuroVox,French,False,1.0,1.3159
EuroVox_French_003,Yves,EuroVox,French,False,1.0,0.8954
EuroVox_French_004,Zoé,EuroVox,French,False,1.0,0.916
EuroVox_French_005,Luc,EuroVox,French,False,1.0,0.9436
EuroVox_French_006,Charles,EuroVox,French,False,1.0,0.7311
EuroVox_French_007,Nathan,EuroVox,French,False,1.0,0.8163
EuroVox_French_008,Jacqueline,EuroVox,French,False,1.0,0.7992
EuroVox_French_009,Dominique,EuroVox,French,False,1.0,0.8464
EuroVox_French_010,Wanda,EuroVox,French,False,1.0,0.9931
EuroVox_French_011,Zara,EuroVox,French,False,1.0,1.0468
EuroVox_French_012,Pauline,EuroVox,French,False,1.0,1.3101
EuroVox_French_013,Elaine,EuroVox,French,False,1.0,0.8003
EuroVox_French_014,Ilya,EuroVox,French,False,1.0,1.1969
EuroVox_French_015,Isabelle,EuroVox,French,False,1.0,0.9572
EuroVox_French_016,Margot,EuroVox,French,False,1.0,0.9901
EuroVox_French_017,Alain,EuroVox,French,False,1.0,1.135
EuroVox_French_018,Katell,EuroVox,French,False,1.0,0.7755
EuroVox_French_019,Valérie,EuroVox,French,False,1.0,1.0765
EuroVox_French_020,Julien,EuroVox,French,False,1.0,1.0333
EuroVox_French_021,Hector,EuroVox,French,False,1.0,1.0985
EuroVox_French_022,Diana,EuroVox,French,False,1.0,1.0578
EuroVox_French_023,Anna,EuroVox,French,False,1.0,1.4911
EuroVox_French_024,Hélène,EuroVox,French,False,1.0,0.8725
EuroVox_French_025,François,EuroVox,French,False,1.0,0.8938
EuroVox_French_026,Pierre,EuroVox,French,False,1.0,0.8754
EuroVox_French_027,Quentin,EuroVox,French,False,1.0,0.8889
EuroVox_French_028,Marie,EuroVox,French,False,1.0,0.8725
EuroVox_French_029,Renée,EuroVox,French,False,1.0,1.2378
EuroVox_French_030,Brigitte,EuroVox,French,False,1.0,1.2841
EuroVox_French_031,Ursula,EuroVox,French,False,1.0,0.8859
EuroVox_French_032,Théo,EuroVox,French,False,1.0,0.8335
EuroVox_French_033,Océane,EuroVox,French,False,1.0,1.0943
EuroVox_French_034,Sophie,EuroVox,French,False,1.0,0.8896
EuroVox_French_035,Roland,EuroVox,French,False,1.0,1.1266
EuroVox_French_036,Karine,EuroVox,French,False,1.0,1.0406
EuroVox_French_037,Laurent,EuroVox,French,False,1.0,0.6969
EuroVox_French_038,Camille,EuroVox,French,False,1.0,1.3095
EuroVox_French_039,Xavier,EuroVox,French,False,1.0,1.3592
EuroVox_French_040,Beau,EuroVox,French,False,1.0,0.8774
EuroVox_French_041,Thierry,EuroVox,French,False,1.0,0.9225
EuroVox_French_042,Geraldine,EuroVox,French,False,1.0,1.0572
EuroVox_French_043,Gilles,EuroVox,French,False,1.0,1.0669
EuroVox_French_044,Nicolas,EuroVox,French,False,1.0,1.1317
EuroVox_French_045,William,EuroVox,French,False,1.0,1.402
EuroVox_French_046,Fabienne,EuroVox,French,False,1.0,0.9646
EuroVox_French_047,Étienne,EuroVox,French,False,1.0,0.8403
EuroVox_German_001,Xaver,EuroVox,German,False,1.0,1.1221
EuroVox_German_002,Paula,EuroVox,German,False,1.0,1.112
EuroVox_German_003,Xenia,EuroVox,German,False,1.0,1.2162
EuroVox_German_004,Tobias,EuroVox,German,False,1.0,1.1668
EuroVox_German_005,Reinhard,EuroVox,German,False,1.0,1.0918
EuroVox_German_006,Gregor,EuroVox,German,False,1.0,0.986
EuroVox_German_007,Nadine,EuroVox,German,False,1.0,0.6678
EuroVox_German_008,Wanda,EuroVox,German,False,1.0,1.0859
EuroVox_German_009,Ian,EuroVox,German,False,1.0,1.0415
EuroVox_German_010,Catherine,EuroVox,German,False,1.0,1.0543
EuroVox_German_011,Ernst,EuroVox,German,False,1.0,0.7447
EuroVox_German_012,Karl,EuroVox,German,False,1.0,0.7838
EuroVox_German_013,Claus,EuroVox,German,False,1.0,1.2106
EuroVox_German_014,Lena,EuroVox,German,False,1.0,0.9921
EuroVox_German_015,Franziska,EuroVox,German,False,1.0,1.1363
EuroVox_German_016,Gerhard,EuroVox,German,False,1.0,1.0057
EuroVox_German_017,Adalbert,EuroVox,German,False,1.0,1.006
EuroVox_German_018,Werner,EuroVox,German,False,1.0,1.1877
EuroVox_German_019,Elsa,EuroVox,German,False,1.0,0.8968
EuroVox_German_020,Petra,EuroVox,German,False,1.0,1.0192
EuroVox_German_021,Veronika,EuroVox,German,False,1.0,0.9075
EuroVox_German_022,Thomas,EuroVox,German,False,1.0,0.9131
EuroVox_German_023,Max,EuroVox,German,False,1.0,0.9382
EuroVox_German_024,Boris,EuroVox,German,False,1.0,1.0444
EuroVox_German_025,Brigitte,EuroVox,German,False,1.0,0.9043
EuroVox_German_026,Zelda,EuroVox,German,False,1.0,1.2512
EuroVox_German_027,Oskar,EuroVox,German,False,1.0,0.8211
EuroVox_German_028,Klaus,EuroVox,German,False,1.0,0.9626
EuroVox_German_029,Jörg,EuroVox,German,False,1.0,0.9121
EuroVox_German_030,Rainer,EuroVox,German,False,1.0,1.2894
EuroVox_German_031,Hannelore,EuroVox,German,False,1.0,1.0393
EuroVox_German_032,Sabine,EuroVox,German,False,1.0,1.2064
EuroVox_German_033,Dagmar,EuroVox,German,False,1.0,0.7029
EuroVox_German_034,Manfred,EuroVox,German,False,1.0,1.0534
EuroVox_German_035,Dorothea,EuroVox,German,False,1.0,1.1779
EuroVox_German_036,Emil,EuroVox,German,False,1.0,1.0165
EuroVox_German_037,Bettina,EuroVox,German,False,1.0,1.2131
EuroVox_German_038,Yannick,EuroVox,German,False,1.0,0.8965
EuroVox_German_039,Ursula,EuroVox,German,True,2.85,1.2819
EuroVox_German_040,Nina,EuroVox,German,False,1.0,1.4598
EuroVox_German_041,Christoph,EuroVox,German,False,1.0,0.9274
EuroVox_German_042,Famke,EuroVox,German,False,1.0,0.9109
EuroVox_Polish_001,Olga,EuroVox,Polish,False,1.0,0.9438
EuroVox_Polish_002,Natalia,EuroVox,Polish,True,2.34,1.3595
EuroVox_Polish_003,Celina,EuroVox,Polish,False,1.0,1.1282
EuroVox_Polish_004,Leszek,EuroVox,Polish,False,1.0,0.8858
EuroVox_Polish_005,Franciszek,EuroVox,Polish,False,1.0,1.1145
EuroVox_Polish_006,Halina,EuroVox,Polish,False,1.0,1.2799
EuroVox_Polish_007,Katarzyna,EuroVox,Polish,False,1.0,1.1849
EuroVox_Polish_008,Filip,EuroVox,Polish,False,1.0,1.0119
EuroVox_Polish_009,Bartosz,EuroVox,Polish,False,1.0,0.8706
EuroVox_Polish_010,Izabela,EuroVox,Polish,False,1.0,1.1396
EuroVox_Polish_011,Małgorzata,EuroVox,Polish,False,1.0,1.0787
EuroVox_Polish_012,Piotr,EuroVox,Polish,False,1.0,1.179
EuroVox_Polish_013,Józef,EuroVox,Polish,False,1.0,1.127
EuroVox_Polish_014,Jacek,EuroVox,Polish,False,1.0,1.2099
EuroVox_Polish_015,Grzegorz,EuroVox,Polish,False,1.0,0.893
EuroVox_Polish_016,Agnieszka,EuroVox,Polish,True,2.38,1.2635
EuroVox_Polish_017,Bogdan,EuroVox,Polish,False,1.0,1.0395
EuroVox_Polish_018,Teresa,EuroVox,Polish,False,1.0,1.4151
EuroVox_Polish_019,Damian,EuroVox,Polish,False,1.0,0.8622
EuroVox_Polish_020,Krystyna,EuroVox,Polish,False,1.0,1.3472
EuroVox_Polish_021,Urszula,EuroVox,Polish,False,1.0,1.0396
EuroVox_Polish_022,Henryk,EuroVox,Polish,False,1.0,0.8697
EuroVox_Polish_023,Renata,EuroVox,Polish,False,1.0,0.9032
EuroVox_Polish_024,Irena,EuroVox,Polish,False,1.0,0.9359
EuroVox_Polish_025,Edward,EuroVox,Polish,False,1.0,1.0848
EuroVox_Polish_026,Paweł,EuroVox,Polish,False,1.0,1.1046
EuroVox_Polish_027,Monika,EuroVox,Polish,False,1.0,0.8853
EuroVox_Polish_028,Ludwik,EuroVox,Polish,False,1.0,0.9951
EuroVox_Polish_029,Norbert,EuroVox,Polish,False,1.0,1.4285
EuroVox_Polish_030,Danuta,EuroVox,Polish,False,1.0,1.3455
EuroVox_Polish_031,Aleksandra,EuroVox,Polish,False,1.0,1.0873
EuroVox_Polish_032,Waldemar,EuroVox,Polish,False,1.0,1.0076
EuroVox_Polish_033,Grażyna,EuroVox,Polish,False,1.0,1.024
EuroVox_Polish_034,Elżbieta,EuroVox,Polish,False,1.0,1.1227
EuroVox_Polish_035,Cezary,EuroVox,Polish,False,1.0,0.7954
EuroVox_Polish_036,Stanisław,EuroVox,Polish,False,1.0,0.9485
EuroVox_Spanish_001,Laura,EuroVox,Spanish,False,1.0,0.7241
EuroVox_Spanish_002,Teresa,EuroVox,Spanish,False,1.0,0.8538
EuroVox_Spanish_003,Adrián,EuroVox,Spanish,False,1.0,0.9934
EuroVox_Spanish_004,Patricia,EuroVox,Spanish,False,1.0,1.3589
EuroVox_Spanish_005,César,EuroVox,Spanish,False,1.0,0.8965
EuroVox_Spanish_006,Nora,EuroVox,Spanish,False,1.0,1.0448
EuroVox_Spanish_007,Vicente,EuroVox,Spanish,False,1.0,0.9967
EuroVox_Spanish_008,Fernanda,EuroVox,Spanish,False,1.0,1.2377
EuroVox_Spanish_009,Ignacio,EuroVox,Spanish,False,1.0,1.5054
EuroVox_Spanish_010,Gabriel,EuroVox,Spanish,False,1.0,0.8938
EuroVox_Spanish_011,Rocío,EuroVox,Spanish,False,1.0,0.9021
EuroVox_Spanish_012,Tomás,EuroVox,Spanish,False,1.0,1.2088
EuroVox_Spanish_013,Kevin,EuroVox,Spanish,False,1.0,1.1364
EuroVox_Spanish_014,Eduardo,EuroVox,Spanish,False,1.0,1.3693
EuroVox_Spanish_015,Irene,EuroVox,Spanish,False,1.0,1.1168
EuroVox_Spanish_016,Julia,EuroVox,Spanish,False,1.0,0.9281
EuroVox_Spanish_017,Wendy,EuroVox,Spanish,False,1.0,1.1181
EuroVox_Spanish_018,Hortensia,EuroVox,Spanish,False,1.0,1.2217
EuroVox_Spanish_019,Carlos,EuroVox,Spanish,False,1.0,1.1641
EuroVox_Spanish_020,Sofía,EuroVox,Spanish,False,1.0,1.1015
EuroVox_Spanish_021,Lorena,EuroVox,Spanish,False,1.0,1.2133
EuroVox_Spanish_022,Florencia,EuroVox,Spanish,False,1.0,1.2339
EuroVox_Spanish_023,Marcelo,EuroVox,Spanish,False,1.0,1.2764
EuroVox_Spanish_024,Salvador,EuroVox,Spanish,False,1.0,1.1297
EuroVox_Spanish_025,Oscar,EuroVox,Spanish,False,1.0,0.9666
EuroVox_Spanish_026,Dolores,EuroVox,Spanish,False,1.0,1.0293
EuroVox_Spanish_027,Alejandro,EuroVox,Spanish,False,1.0,1.2413
EuroVox_Spanish_028,Natalia,EuroVox,Spanish,False,1.0,0.8366
EuroVox_Spanish_029,Beatriz,EuroVox,Spanish,False,1.0,1.0737
EuroVox_Spanish_030,Miguel,EuroVox,Spanish,False,1.0,0.9213
EuroVox_Spanish_031,Blanca,EuroVox,Spanish,False,1.0,1.0057
EuroVox_Spanish_032,Diana,EuroVox,Spanish,False,1.0,1.2557
EuroVox_Spanish_033,Javier,EuroVox,Spanish,False,1.0,1.0382
EuroVox_Spanish_034,Gonzalo,EuroVox,Spanish,False,1.0,1.0093
EuroVox_Spanish_035,Helena,EuroVox,Spanish,False,1.0,0.728
EuroVox_Spanish_036,Pablo,EuroVox,Spanish,False,1.0,1.1493
EuroVox_Spanish_037,Rodrigo,EuroVox,Spanish,False,1.0,1.1291
EuroVox_Spanish_038,Enrique,EuroVox,Spanish,True,2.95,1.4327
EuroVox_Spanish_039,Olga,EuroVox,Spanish,False,1.0,0.9384
GridMark_Dutch_001,Yara,GridMark,Dutch,False,1.0,0.9854
GridMark_Dutch_002,Ilse,GridMark,Dutch,False,1.0,0.8306
GridMark_Dutch_003,Bram,GridMark,Dutch,False,1.0,0.697
GridMark_Dutch_004,Karen,GridMark,Dutch,False,1.0,0.9107
GridMark_Dutch_005,Xander,GridMark,Dutch,False,1.0,1.1713
GridMark_Dutch_006,Bas,GridMark,Dutch,False,1.0,1.0428
GridMark_Dutch_007,Harm,GridMark,Dutch,False,1.0,0.7509
GridMark_Dutch_008,Eefje,GridMark,Dutch,False,1.0,1.0346
GridMark_Dutch_009,Inge,GridMark,Dutch,False,1.0,1.0771
GridMark_Dutch_010,Floris,GridMark,Dutch,False,1.0,0.8232
GridMark_Dutch_011,Tineke,GridMark,Dutch,False,1.0,1.0307
GridMark_Dutch_012,Folkert,GridMark,Dutch,False,1.0,1.0116
GridMark_Dutch_013,Mirjam,GridMark,Dutch,False,1.0,0.7714
GridMark_Dutch_014,Daan,GridMark,Dutch,False,1.0,1.0716
GridMark_Dutch_015,Vera,GridMark,Dutch,True,2.29,1.1122
GridMark_Dutch_016,Noor,GridMark,Dutch,False,1.0,1.2166
GridMark_Dutch_017,Lotte,GridMark,Dutch,False,1.0,1.2108
